Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyRate,Over18,OverTime,PercentSalaryHike,RelationshipSatisfaction,WorkLifeBalance,MonthlyIncome,NumCompaniesWorked,PerformanceRating,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome_catagorical
47,No,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625,4,Female,98,3,5,Manager,3,Married,5220,Y,No,11,3,3,16581.0,3.0,3.0,1.0,3.0,2.0,5,2.0,1.0,0.0,High
39,No,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,3,Male,76,2,2,Laboratory Technician,3,Divorced,10302,Y,No,15,4,3,3069.0,0.0,3.0,1.0,3.0,3.0,10,8.0,0.0,7.0,Low
40,No,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,1,Female,80,2,3,Manufacturing Director,3,Married,25800,Y,No,13,4,3,10435.0,1.0,3.0,2.0,3.0,2.0,18,14.5,7.5,12.0,High
35,No,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,3,Female,52,3,2,Healthcare Representative,3,Married,12250,Y,No,12,4,3,4148.0,1.0,3.0,1.0,3.0,4.5,14,11.0,2.0,9.0,Low
37,No,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,3,Male,85,3,2,Manufacturing Director,3,Married,26493,Y,No,17,1,2,5768.0,3.0,3.0,2.5,3.0,2.0,4,3.0,0.0,2.0,Low
39,No,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,1,Female,81,3,2,Manufacturing Director,3,Single,3140,Y,No,13,4,1,5042.0,0.0,3.0,0.0,3.0,2.0,9,2.0,3.0,8.0,Low
45,No,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,4,Female,59,2,2,Manufacturing Director,4,Divorced,5388,Y,No,19,1,3,5770.0,1.0,3.0,2.0,3.0,3.0,10,7.0,3.0,9.0,Low
38,No,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,4,Female,54,2,3,Manufacturing Director,3,Married,14199,Y,Yes,19,4,4,7756.0,3.0,3.0,1.0,3.0,4.5,5,4.0,0.0,2.0,High
35,Yes,Travel_Rarely,737,Sales,10,3,Medical,1,1639,4,Male,55,2,3,Sales Executive,1,Married,21530,Y,No,17,3,3,10306.0,8.5,3.0,0.0,3.0,3.0,13,12.0,6.0,0.0,High
37,No,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,2,Female,71,3,1,Research Scientist,2,Married,9953,Y,No,11,1,1,3936.0,1.0,3.0,1.0,3.0,2.0,8,4.0,7.0,7.0,Low
40,No,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,3,Female,84,3,3,Manufacturing Director,4,Single,19948,Y,Yes,15,4,2,7945.0,6.0,3.0,0.0,3.0,2.0,4,2.0,3.0,3.0,High
44,No,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,1,Male,37,3,2,Human Resources,4,Married,10503,Y,Yes,11,3,3,5743.0,4.0,3.0,0.0,3.0,3.0,10,7.0,0.0,2.0,Low
48,No,Travel_Frequently,365,Research & Development,4,5,Medical,1,1644,3,Male,89,2,4,Manager,4,Married,5602,Y,No,25,2,3,15202.0,2.0,3.0,1.0,3.0,3.0,2,2.0,2.0,2.0,High
35,Yes,Travel_Rarely,763,Sales,15,2,Medical,1,1645,1,Male,59,1,2,Sales Executive,4,Divorced,22098,Y,Yes,14,4,2,5440.0,6.0,3.0,2.0,3.0,2.0,2,2.0,2.0,2.0,Low
24,No,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,1,Female,32,3,1,Research Scientist,4,Single,17218,Y,Yes,13,3,3,3760.0,1.0,3.0,0.0,3.0,2.0,6,3.0,1.0,3.0,Low
27,No,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,2,Female,86,4,1,Research Scientist,3,Married,22490,Y,No,17,1,3,3517.0,7.0,3.0,0.0,3.0,0.5,3,2.0,0.0,2.0,Low
27,No,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,4,Male,87,3,1,Research Scientist,4,Single,6297,Y,No,13,3,2,2580.0,2.0,3.0,0.0,3.0,0.5,4,2.0,1.0,2.0,Low
40,Yes,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,1,Male,73,3,1,Laboratory Technician,1,Single,3339,Y,Yes,14,2,1,2166.0,3.0,3.0,0.0,3.0,3.0,4,2.0,0.0,3.0,Low
29,No,Travel_Rarely,469,Sales,10,3,Medical,1,1650,3,Male,42,2,2,Sales Executive,3,Single,23413,Y,No,11,3,3,5869.0,8.5,3.0,0.0,3.0,2.0,5,2.0,1.0,4.0,Low
36,No,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,2,Female,42,3,3,Healthcare Representative,1,Married,22792,Y,No,12,3,3,8008.0,4.0,3.0,2.0,3.0,4.5,3,2.0,0.0,2.0,High
25,No,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,4,Male,77,4,2,Manufacturing Director,3,Divorced,4973,Y,No,17,3,3,5206.0,1.0,3.0,2.0,3.0,4.5,7,7.0,0.0,7.0,Low
39,No,Travel_Rarely,492,Research & Development,12,3,Medical,1,1654,4,Male,66,3,2,Manufacturing Director,2,Married,7693,Y,No,21,3,3,5295.0,4.0,3.0,0.0,3.0,3.0,5,4.0,1.0,0.0,Low
49,No,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,1,Female,72,3,4,Research Director,2,Married,3498,Y,No,16,2,3,16413.0,3.0,3.0,2.0,3.0,2.0,4,2.0,1.0,2.0,High
50,No,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,4,Female,50,2,3,Research Director,1,Divorced,21981,Y,No,15,3,3,13269.0,5.0,3.0,2.5,3.0,3.0,14,11.0,1.0,11.0,High
20,No,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,3,Female,31,3,1,Sales Representative,3,Single,13251,Y,No,19,1,3,2783.0,1.0,3.0,0.0,3.0,3.0,2,2.0,2.0,2.0,Low
34,No,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,4,Female,66,3,2,Research Scientist,2,Divorced,19332,Y,No,12,3,3,5433.0,1.0,3.0,1.0,3.0,2.0,11,8.0,7.0,9.0,Low
36,No,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,1,Male,77,3,1,Laboratory Technician,2,Single,10950,Y,No,11,3,3,2013.0,2.0,3.0,0.0,3.0,4.0,4,3.0,1.0,3.0,Low
49,No,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,3,Female,41,2,4,Healthcare Representative,3,Married,11652,Y,Yes,19,2,3,13966.0,2.0,3.0,1.0,3.0,3.0,15,11.0,2.0,12.0,High
36,No,Non-Travel,894,Research & Development,1,4,Medical,1,1662,4,Female,33,2,2,Manufacturing Director,3,Married,15411,Y,No,15,3,3,4374.0,0.0,3.0,0.0,3.0,4.5,3,2.0,1.0,2.0,Low
36,No,Travel_Rarely,1040,Research & Development,3,2,Life Sciences,1,1664,4,Male,79,4,2,Healthcare Representative,1,Divorced,26308,Y,No,20,1,3,6842.0,6.0,3.0,1.0,3.0,3.0,5,4.0,0.0,4.0,High
54,No,Travel_Rarely,584,Research & Development,22,5,Medical,1,1665,2,Female,91,3,4,Manager,3,Married,18685,Y,No,25,3,3,16581.0,3.0,3.0,1.0,3.0,4.5,10,8.0,4.0,7.0,High
43,No,Travel_Rarely,1291,Research & Development,15,2,Life Sciences,1,1666,3,Male,65,2,4,Research Director,3,Married,3525,Y,No,24,1,3,16581.0,1.0,3.0,1.0,3.0,3.0,14,10.0,6.0,11.0,High
35,Yes,Travel_Frequently,880,Sales,12,4,Other,1,1667,4,Male,36,3,2,Sales Executive,4,Single,10414,Y,Yes,24,1,4,4581.0,3.0,3.0,0.0,3.0,2.0,11,9.0,6.0,7.0,Low
38,No,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,4,Male,90,3,2,Research Scientist,4,Married,9867,Y,No,15,4,4,4735.0,7.0,3.0,2.0,3.0,4.0,13,11.0,2.0,9.0,Low
29,No,Travel_Rarely,991,Sales,5,3,Medical,1,1669,1,Male,43,2,2,Sales Executive,2,Divorced,3356,Y,Yes,13,2,2,4187.0,1.0,3.0,1.0,3.0,3.0,10,0.0,0.0,9.0,Low
33,No,Travel_Rarely,392,Sales,2,4,Medical,1,1670,4,Male,93,3,2,Sales Executive,4,Divorced,3921,Y,No,14,3,3,5505.0,1.0,3.0,2.0,3.0,4.5,6,2.0,0.0,4.0,Low
32,No,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,4,Male,45,3,2,Research Scientist,2,Divorced,25518,Y,No,13,3,2,5470.0,0.0,3.0,2.0,3.0,4.0,9,5.0,1.0,6.0,Low
31,No,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,1,Female,67,3,2,Sales Executive,4,Married,22589,Y,No,11,1,3,5476.0,1.0,3.0,2.0,3.0,2.0,10,0.0,0.0,2.0,Low
49,No,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,4,Female,74,3,1,Laboratory Technician,1,Divorced,24941,Y,Yes,16,2,2,2587.0,4.0,3.0,1.0,3.0,2.0,2,2.0,2.0,2.0,Low
38,No,Travel_Frequently,148,Research & Development,2,3,Medical,1,1675,4,Female,42,2,1,Laboratory Technician,2,Single,23826,Y,No,22,2,3,2440.0,1.0,3.0,0.0,3.0,3.0,4,3.0,3.0,3.0,Low
47,No,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,2,Female,47,4,4,Manager,2,Divorced,21086,Y,No,14,3,3,15972.0,6.0,3.0,2.5,3.0,2.0,3,2.0,1.0,2.0,High
49,No,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,3,Male,36,3,4,Manager,3,Single,22384,Y,No,14,1,3,15379.0,4.0,3.0,0.0,3.0,2.0,8,7.0,0.0,0.0,High
41,No,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,4,Male,80,3,3,Sales Executive,3,Single,11591,Y,Yes,16,4,3,7082.0,3.0,3.0,0.0,3.0,2.0,2,0.0,0.0,2.0,High
20,No,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,4,Male,54,3,1,Sales Representative,1,Single,21082,Y,No,11,1,3,2728.0,1.0,3.0,0.0,3.0,3.0,2,2.0,0.0,2.0,Low
33,No,Non-Travel,530,Sales,16,3,Life Sciences,1,1681,3,Female,36,3,2,Sales Executive,4,Divorced,16130,Y,Yes,25,3,3,5368.0,1.0,3.0,1.0,3.0,2.0,6,5.0,1.0,2.0,Low
36,No,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,1,Male,80,3,2,Healthcare Representative,3,Married,7419,Y,No,14,2,2,5347.0,6.0,3.0,2.0,3.0,2.0,3,2.0,0.0,2.0,Low
44,No,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,3,Female,44,3,1,Human Resources,4,Divorced,4167,Y,Yes,18,1,3,3195.0,4.0,3.0,2.5,3.0,2.0,2,2.0,2.0,2.0,Low
23,Yes,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,4,Male,93,2,1,Laboratory Technician,3,Single,20586,Y,Yes,11,1,3,3989.0,1.0,3.0,0.0,3.0,2.0,5,4.0,1.0,2.0,Low
38,No,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,4,Female,87,3,1,Laboratory Technician,3,Married,26176,Y,No,19,4,2,3306.0,7.0,3.0,1.0,3.0,4.5,0,0.0,0.0,0.0,Low
53,No,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,2,Male,48,4,3,Healthcare Representative,4,Married,3458,Y,No,15,3,3,7005.0,3.0,3.0,0.0,3.0,2.0,4,3.0,1.0,2.0,High
48,Yes,Travel_Frequently,708,Sales,7,2,Medical,1,1691,4,Female,95,3,1,Sales Representative,3,Married,11740,Y,Yes,11,3,3,2655.0,2.0,3.0,2.0,3.0,3.0,9,7.0,7.0,7.0,Low
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,Single,24852,Y,No,12,1,3,1393.0,1.0,3.0,0.0,3.0,2.0,1,0.0,0.0,0.0,Low
26,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,11925,Y,No,20,3,3,2570.0,1.0,3.0,0.0,3.0,4.5,7,7.0,5.0,7.0,Low
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2,Divorced,23737,Y,No,12,4,3,3537.0,5.0,3.0,1.0,3.0,1.0,4,2.0,1.0,2.0,Low
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,11912,Y,No,14,3,4,3986.0,1.0,3.0,1.0,3.0,3.0,15,10.0,4.0,13.0,Low
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,20467,Y,No,20,3,4,10883.0,3.0,3.0,1.0,3.0,2.0,1,0.0,0.0,0.0,High
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,13637,Y,No,18,4,3,2028.0,1.0,3.0,2.5,3.0,4.5,14,11.0,2.0,13.0,Low
37,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,7677,Y,No,14,3,2,9525.0,1.0,3.0,2.0,3.0,2.0,6,3.0,1.0,3.0,High
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,20338,Y,No,12,2,3,2929.0,1.0,3.0,0.0,3.0,3.0,10,9.0,7.5,7.0,Low
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,Divorced,25103,Y,Yes,21,2,3,2275.0,1.0,3.0,1.0,3.0,2.0,3,2.0,0.0,2.0,Low
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,14810,Y,Yes,19,2,3,7879.0,1.0,3.0,1.0,3.0,2.0,8,7.0,6.0,7.0,High
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,13970,Y,Yes,14,3,4,4930.0,0.0,3.0,0.0,3.0,2.0,5,4.0,1.0,4.0,Low
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,6069,Y,Yes,17,1,3,7847.0,1.0,3.0,1.0,3.0,3.0,10,9.0,7.5,8.0,High
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,17616,Y,No,16,4,3,4401.0,1.0,3.0,1.0,3.0,1.0,5,3.0,0.0,4.0,Low
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,15869,Y,No,12,2,3,9241.0,1.0,3.0,0.0,3.0,3.0,10,8.0,7.5,7.0,High
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,25412,Y,No,17,3,3,2974.0,8.5,3.0,1.0,3.0,2.0,5,3.0,1.0,2.0,Low
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,7439,Y,No,15,3,2,4502.0,3.0,3.0,0.0,3.0,2.0,13,7.0,6.0,7.0,Low
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,3395,Y,No,23,4,2,10748.0,3.0,3.0,1.0,3.0,3.0,18,14.5,7.5,4.0,High
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,11585,Y,No,11,3,3,1555.0,1.0,3.0,1.0,3.0,2.0,1,0.0,0.0,0.0,Low
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,24164,Y,No,11,3,1,12936.0,7.0,3.0,0.0,3.0,3.0,18,5.0,7.5,10.0,High
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,6217,Y,No,15,3,4,2305.0,1.0,3.0,2.5,3.0,3.0,3,2.0,0.0,2.0,Low
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,17119,Y,No,11,3,3,16581.0,1.0,3.0,0.0,3.0,2.0,18,6.0,7.5,6.0,High
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,17360,Y,No,13,1,2,3433.0,6.0,3.0,1.0,3.0,3.0,5,2.0,1.0,3.0,Low
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,18103,Y,No,14,4,4,3477.0,1.0,3.0,1.0,3.0,2.0,5,2.0,0.0,3.0,Low
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,Married,20794,Y,No,19,2,3,6430.0,6.0,3.0,1.0,3.0,4.0,3,2.0,1.0,2.0,High
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,Married,5041,Y,Yes,16,2,3,6516.0,2.0,3.0,1.0,3.0,3.0,1,0.0,0.0,0.0,High
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3622,Y,No,13,2,4,3907.0,1.0,3.0,2.5,3.0,2.0,6,2.0,1.0,2.0,Low
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,9697,Y,No,14,4,3,5562.0,6.0,3.0,0.0,3.0,3.0,10,7.0,0.0,9.0,Low
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,5151,Y,No,16,2,3,6883.0,2.0,3.0,1.0,3.0,3.0,7,7.0,0.0,7.0,High
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,3811,Y,No,12,2,2,2862.0,1.0,3.0,1.0,3.0,2.0,10,0.0,0.0,8.0,Low
47,No,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,3536,Y,No,11,4,1,4978.0,7.0,3.0,1.0,3.0,3.0,1,0.0,0.0,0.0,Low
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,5596,Y,Yes,12,2,2,10368.0,4.0,3.0,1.0,3.0,4.5,10,6.0,0.0,3.0,High
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,8658,Y,Yes,13,2,3,6134.0,5.0,3.0,2.5,3.0,3.0,2,2.0,2.0,2.0,Low
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,Single,12147,Y,No,15,2,3,6735.0,6.0,3.0,0.0,3.0,2.0,0,0.0,0.0,0.0,High
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2,Single,12862,Y,No,13,3,1,3295.0,1.0,3.0,0.0,3.0,3.0,3,2.0,1.0,2.0,Low
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,6670,Y,No,20,4,2,5238.0,2.0,3.0,0.0,3.0,3.0,5,4.0,1.0,4.0,Low
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4,Married,8989,Y,Yes,15,4,3,6472.0,1.0,3.0,1.0,3.0,2.0,9,8.0,5.0,8.0,High
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,3,Married,3840,Y,No,13,3,1,9610.0,3.0,3.0,1.0,3.0,2.0,4,3.0,0.0,2.0,High
40,No,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2,Single,4349,Y,No,14,2,2,16581.0,1.0,3.0,0.0,3.0,3.0,18,8.0,7.5,8.0,High
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,6595,Y,No,21,3,4,9756.0,4.0,3.0,2.0,3.0,2.0,5,0.0,0.0,3.0,High
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,26427,Y,No,16,4,3,4968.0,0.0,3.0,0.0,3.0,2.0,9,7.0,0.0,7.0,Low
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,2097,Y,No,14,4,3,2145.0,0.0,3.0,1.0,3.0,2.0,2,2.0,2.0,1.0,Low
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,9732,Y,No,11,3,2,2180.0,6.0,3.0,1.0,3.0,0.5,4,2.0,1.0,2.0,Low
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,20943,Y,No,19,3,3,8346.0,1.0,3.0,1.0,3.0,3.0,5,2.0,0.0,2.0,High
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,6152,Y,No,11,3,2,3445.0,1.0,3.0,0.0,3.0,4.5,6,2.0,1.0,4.0,Low
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,14630,Y,No,13,3,3,2760.0,1.0,3.0,0.0,3.0,3.0,2,2.0,2.0,2.0,Low
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,23060,Y,Yes,12,4,4,6294.0,8.0,3.0,0.0,3.0,4.5,3,2.0,0.0,2.0,Low
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,3088,Y,No,11,1,3,7140.0,2.0,3.0,1.0,3.0,2.0,7,7.0,1.0,7.0,High
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,Married,5586,Y,Yes,14,1,3,2932.0,0.0,3.0,2.5,3.0,3.0,5,0.0,1.0,2.0,Low
33,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2,Single,10697,Y,No,15,4,2,5147.0,8.0,3.0,0.0,3.0,2.0,11,7.0,1.0,7.0,Low
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,8191,Y,No,12,3,4,4507.0,3.0,3.0,0.0,3.0,1.0,5,1.0,0.0,4.0,Low
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,Single,10092,Y,Yes,20,3,2,8564.0,2.0,3.0,0.0,3.0,2.0,0,0.0,0.0,0.0,High
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,15963,Y,No,14,2,2,2468.0,4.0,3.0,1.0,3.0,4.0,6,1.0,0.0,5.0,Low
31,Yes,Travel_Rarely,1079,Sales,16,4,Marketing,1,1761,1,Male,70,3,3,Sales Executive,3,Married,19002,Y,No,13,1,3,8161.0,2.0,3.0,2.5,3.0,2.0,1,0.0,0.0,0.0,High
29,No,Travel_Rarely,590,Research & Development,4,3,Technical Degree,1,1762,4,Female,91,2,1,Research Scientist,1,Divorced,10007,Y,No,13,3,3,2109.0,1.0,3.0,1.0,3.0,2.0,1,0.0,0.0,0.0,Low
30,No,Travel_Rarely,305,Research & Development,16,3,Life Sciences,1,1763,3,Male,58,4,2,Healthcare Representative,3,Married,9128,Y,No,16,3,3,5294.0,3.0,3.0,1.0,3.0,3.0,7,0.0,1.0,7.0,Low
32,No,Non-Travel,953,Research & Development,5,4,Technical Degree,1,1764,2,Male,65,3,1,Research Scientist,2,Single,17674,Y,No,14,2,3,2718.0,2.0,3.0,0.0,3.0,3.0,7,7.0,0.0,7.0,Low
38,No,Travel_Rarely,833,Research & Development,18,3,Medical,1,1766,2,Male,60,1,2,Healthcare Representative,4,Married,24539,Y,Yes,16,3,3,5811.0,3.0,3.0,1.0,3.0,2.0,1,0.0,1.0,0.0,Low
43,Yes,Travel_Frequently,807,Research & Development,17,3,Technical Degree,1,1767,3,Male,38,2,1,Research Scientist,3,Married,15587,Y,Yes,16,4,3,2437.0,8.5,3.0,1.0,3.0,4.0,1,0.0,0.0,0.0,Low
42,No,Travel_Rarely,855,Research & Development,12,3,Medical,1,1768,2,Male,57,3,1,Laboratory Technician,2,Divorced,8952,Y,No,22,2,2,2766.0,8.0,3.0,2.5,3.0,4.5,5,3.0,0.0,4.0,Low
55,No,Travel_Rarely,478,Research & Development,2,3,Medical,1,1770,3,Male,60,2,5,Research Director,1,Married,19805,Y,No,12,2,3,16581.0,8.0,3.0,2.5,3.0,2.0,1,0.0,0.0,0.0,High
33,No,Non-Travel,775,Research & Development,4,3,Technical Degree,1,1771,4,Male,90,3,2,Research Scientist,2,Divorced,6194,Y,No,15,4,2,3055.0,5.0,3.0,2.0,3.0,2.0,9,8.0,1.0,7.0,Low
41,No,Travel_Rarely,548,Research & Development,9,4,Life Sciences,1,1772,3,Male,94,3,1,Laboratory Technician,1,Divorced,20520,Y,No,20,2,3,2289.0,1.0,3.0,2.0,3.0,2.0,5,3.0,0.0,4.0,Low
34,No,Non-Travel,1375,Sales,10,3,Life Sciences,1,1774,4,Male,87,3,2,Sales Executive,3,Divorced,12313,Y,Yes,14,3,3,4001.0,1.0,3.0,1.0,3.0,3.0,15,14.0,0.0,7.0,Low
53,No,Non-Travel,661,Research & Development,1,4,Medical,1,1775,1,Female,60,2,4,Manufacturing Director,3,Married,22308,Y,Yes,20,4,2,12965.0,4.0,3.0,2.5,3.0,2.0,3,2.0,0.0,2.0,High
43,No,Travel_Rarely,244,Human Resources,2,3,Life Sciences,1,1778,2,Male,97,3,1,Human Resources,4,Single,5033,Y,No,13,2,3,3539.0,0.0,3.0,0.0,3.0,4.5,9,7.0,1.0,8.0,Low
34,No,Travel_Rarely,511,Sales,3,2,Life Sciences,1,1779,4,Female,32,1,2,Sales Executive,4,Single,25353,Y,No,12,1,3,6029.0,5.0,3.0,0.0,3.0,3.0,2,2.0,2.0,2.0,Low
21,Yes,Travel_Rarely,337,Sales,7,1,Marketing,1,1780,2,Male,31,3,1,Sales Representative,2,Single,4567,Y,No,13,2,3,2679.0,1.0,3.0,0.0,3.0,3.0,1,0.0,1.0,0.0,Low
